,train_score,test_score,model,arg_list
278,0.5839254383918087,0.582002842204582,elastic,"(-1, 2.0, 10000, 0.01, 0.5)"
279,0.5813289951669893,0.5794077145448786,elastic,"(-1, 2.0, 10000, 0.01, 1.0)"
280,0.5845666474139509,0.5826480610117211,elastic,"(-1, 5.0, 100, 0.0001, 0.1)"
281,0.5834132387381157,0.5814905038482863,elastic,"(-1, 5.0, 100, 0.0001, 0.25)"
282,0.5793369651910991,0.5774213754139705,elastic,"(-1, 5.0, 100, 0.0001, 0.5)"
283,0.5630971694415189,0.5612482424961309,elastic,"(-1, 5.0, 100, 0.0001, 1.0)"
284,0.5845674014830873,0.5826484831490206,elastic,"(-1, 5.0, 100, 0.001, 0.1)"
285,0.5834144553208298,0.581491485922388,elastic,"(-1, 5.0, 100, 0.001, 0.25)"
286,0.5793313474178031,0.5774163584635779,elastic,"(-1, 5.0, 100, 0.001, 0.5)"
287,0.5630798891518571,0.5612320666036776,elastic,"(-1, 5.0, 100, 0.001, 1.0)"
288,0.5845674014830873,0.5826484831490206,elastic,"(-1, 5.0, 100, 0.01, 0.1)"
289,0.5834144553208298,0.581491485922388,elastic,"(-1, 5.0, 100, 0.01, 0.25)"
290,0.5793313474178031,0.5774163584635779,elastic,"(-1, 5.0, 100, 0.01, 0.5)"
291,0.5630257462349908,0.5611813614276895,elastic,"(-1, 5.0, 100, 0.01, 1.0)"
292,0.5845666474139509,0.5826480610117211,elastic,"(-1, 5.0, 1000, 0.0001, 0.1)"
293,0.5834132387381157,0.5814905038482863,elastic,"(-1, 5.0, 1000, 0.0001, 0.25)"
294,0.5793369651910991,0.5774213754139705,elastic,"(-1, 5.0, 1000, 0.0001, 0.5)"
295,0.5630971694415189,0.5612482424961309,elastic,"(-1, 5.0, 1000, 0.0001, 1.0)"
296,0.5845674014830873,0.5826484831490206,elastic,"(-1, 5.0, 1000, 0.001, 0.1)"
297,0.5834144553208298,0.581491485922388,elastic,"(-1, 5.0, 1000, 0.001, 0.25)"
298,0.5793313474178031,0.5774163584635779,elastic,"(-1, 5.0, 1000, 0.001, 0.5)"
299,0.5630798891518571,0.5612320666036776,elastic,"(-1, 5.0, 1000, 0.001, 1.0)"
300,0.5845674014830873,0.5826484831490206,elastic,"(-1, 5.0, 1000, 0.01, 0.1)"
301,0.5834144553208298,0.581491485922388,elastic,"(-1, 5.0, 1000, 0.01, 0.25)"
302,0.5793313474178031,0.5774163584635779,elastic,"(-1, 5.0, 1000, 0.01, 0.5)"
303,0.5630257462349908,0.5611813614276895,elastic,"(-1, 5.0, 1000, 0.01, 1.0)"
304,0.5845666474139509,0.5826480610117211,elastic,"(-1, 5.0, 10000, 0.0001, 0.1)"
305,0.5834132387381157,0.5814905038482863,elastic,"(-1, 5.0, 10000, 0.0001, 0.25)"
306,0.5793369651910991,0.5774213754139705,elastic,"(-1, 5.0, 10000, 0.0001, 0.5)"
307,0.5630971694415189,0.5612482424961309,elastic,"(-1, 5.0, 10000, 0.0001, 1.0)"
308,0.5845674014830873,0.5826484831490206,elastic,"(-1, 5.0, 10000, 0.001, 0.1)"
309,0.5834144553208298,0.581491485922388,elastic,"(-1, 5.0, 10000, 0.001, 0.25)"
310,0.5793313474178031,0.5774163584635779,elastic,"(-1, 5.0, 10000, 0.001, 0.5)"
311,0.5630798891518571,0.5612320666036776,elastic,"(-1, 5.0, 10000, 0.001, 1.0)"
312,0.5845674014830873,0.5826484831490206,elastic,"(-1, 5.0, 10000, 0.01, 0.1)"
313,0.5834144553208298,0.581491485922388,elastic,"(-1, 5.0, 10000, 0.01, 0.25)"
314,0.5793313474178031,0.5774163584635779,elastic,"(-1, 5.0, 10000, 0.01, 0.5)"
315,0.5630257462349908,0.5611813614276895,elastic,"(-1, 5.0, 10000, 0.01, 1.0)"
316,0.9994921892888445,0.9951244988947585,dt_regression,"(-1, 'squared_error', 'best')"
317,0.9994921892888445,0.9951118727001189,dt_regression,"(-1, 'friedman_mse', 'best')"
318,0.9994921892888445,0.9950834085017157,dt_regression,"(-1, 'poisson', 'best')"
319,0.9983372942186295,0.9957631375358992,rf_regression,"(-1, 2, 'squared_error', True)"
320,0.9982150650730794,0.9955569520808583,rf_regression,"(-1, 2, 'friedman_mse', True)"
321,0.9982965167519019,0.9955246812817709,rf_regression,"(-1, 2, 'poisson', True)"
322,0.9987764059089786,0.9962503736447482,rf_regression,"(-1, 5, 'squared_error', True)"
323,0.9988331246423947,0.9961905212712351,rf_regression,"(-1, 5, 'friedman_mse', True)"
324,0.9988613042876007,0.9964892720979167,rf_regression,"(-1, 5, 'poisson', True)"
325,0.9990037680258523,0.9966877935475054,rf_regression,"(-1, 10, 'squared_error', True)"
326,0.9989484327172234,0.9966742648420432,rf_regression,"(-1, 10, 'friedman_mse', True)"
327,0.9989934949256559,0.9966013896968976,rf_regression,"(-1, 10, 'poisson', True)"
328,0.9990750871377604,0.9968592950635619,rf_regression,"(-1, 25, 'squared_error', True)"
329,0.9990747294241823,0.9968148146325478,rf_regression,"(-1, 25, 'friedman_mse', True)"
